time_sec,event_type,x,y,vx,vy,sampling_time_sec,actuator_id,command,pdo_position_mm,pdo_speed_mms
0.035,CAN_SEND,,,,,1744909631.658339,1570,SDO/NMT/CLR,,
0.237,CAN_SEND,,,,,1744909631.860211,0,SDO/NMT/CLR,,
0.438,CAN_SEND,,,,,1744909632.061829,546,SDO/NMT/CLR,,
0.716,PDO_FEEDBACK,,,,,1744909632.339046,546,SDO/NMT/CLR,0.0,0.0
0.767,PDO_FEEDBACK,,,,,1744909632.390428,546,SDO/NMT/CLR,0.0,0.0
0.802,GPS_FRAME,,,-0.213,0.077,1744909632.425084,546,SDO/NMT/CLR,0.0,0.0
0.815,REL_POS_FRAME,1346936.320,1844232.480,-0.213,0.077,1744909632.438556,546,SDO/NMT/CLR,0.0,0.0
0.833,PDO_FEEDBACK,1346936.320,1844232.480,-0.213,0.077,1744909632.456464,546,SDO/NMT/CLR,0.0,0.0
0.989,PDO_FEEDBACK,1346936.320,1844232.480,-0.213,0.077,1744909632.612428,546,SDO/NMT/CLR,0.0,0.0
1.200,GPS_FRAME,1346936.320,1844232.480,-0.190,0.070,1744909632.823730,546,SDO/NMT/CLR,0.0,0.0
1.211,REL_POS_FRAME,1346936.160,1844232.480,-0.190,0.070,1744909632.834750,546,SDO/NMT/CLR,0.0,0.0
1.239,PDO_FEEDBACK,1346936.160,1844232.480,-0.190,0.070,1744909632.862299,546,SDO/NMT/CLR,0.0,0.0
1.489,PDO_FEEDBACK,1346936.160,1844232.480,-0.190,0.070,1744909633.112282,546,SDO/NMT/CLR,0.0,0.0
1.604,GPS_FRAME,1346936.160,1844232.480,0.017,0.158,1744909633.227238,546,SDO/NMT/CLR,0.0,0.0
1.613,REL_POS_FRAME,1346936.333,1844232.320,0.017,0.158,1744909633.236810,546,SDO/NMT/CLR,0.0,0.0
1.739,PDO_FEEDBACK,1346936.333,1844232.320,0.017,0.158,1744909633.362053,546,SDO/NMT/CLR,0.0,0.0
1.989,PDO_FEEDBACK,1346936.333,1844232.320,0.017,0.158,1744909633.612254,546,SDO/NMT/CLR,0.0,0.0
2.001,GPS_FRAME,1346936.333,1844232.320,0.069,0.131,1744909633.624612,546,SDO/NMT/CLR,0.0,0.0
2.012,REL_POS_FRAME,1346936.480,1844232.160,0.069,0.131,1744909633.634952,546,SDO/NMT/CLR,0.0,0.0
2.239,PDO_FEEDBACK,1346936.480,1844232.160,0.069,0.131,1744909633.862411,546,SDO/NMT/CLR,0.0,0.0
2.405,GPS_FRAME,1346936.480,1844232.160,0.053,0.168,1744909634.027978,546,SDO/NMT/CLR,0.0,0.0
2.412,REL_POS_FRAME,1346936.333,1844231.853,0.053,0.168,1744909634.035164,546,SDO/NMT/CLR,0.0,0.0
2.489,PDO_FEEDBACK,1346936.333,1844231.853,0.053,0.168,1744909634.112142,546,SDO/NMT/CLR,0.0,0.0
2.738,PDO_FEEDBACK,1346936.333,1844231.853,0.053,0.168,1744909634.361777,546,SDO/NMT/CLR,0.0,0.0
2.799,GPS_FRAME,1346936.333,1844231.853,-0.017,0.087,1744909634.422879,546,SDO/NMT/CLR,0.0,0.0
2.812,REL_POS_FRAME,1346936.320,1844231.853,-0.017,0.087,1744909634.435162,546,SDO/NMT/CLR,0.0,0.0
2.989,PDO_FEEDBACK,1346936.320,1844231.853,-0.017,0.087,1744909634.612575,546,SDO/NMT/CLR,0.0,0.0
3.200,GPS_FRAME,1346936.320,1844231.853,0.030,0.064,1744909634.823540,546,SDO/NMT/CLR,0.0,0.0
3.215,REL_POS_FRAME,1346936.333,1844231.853,0.030,0.064,1744909634.838151,546,SDO/NMT/CLR,0.0,0.0
3.238,PDO_FEEDBACK,1346936.333,1844231.853,0.030,0.064,1744909634.861866,546,SDO/NMT/CLR,0.0,0.0
3.491,PDO_FEEDBACK,1346936.333,1844231.853,0.030,0.064,1744909635.114677,546,SDO/NMT/CLR,0.0,0.0
3.604,GPS_FRAME,1346936.333,1844231.853,0.003,0.075,1744909635.227107,546,SDO/NMT/CLR,0.0,0.0
3.614,REL_POS_FRAME,1346936.480,1844231.693,0.003,0.075,1744909635.237779,546,SDO/NMT/CLR,0.0,0.0
3.738,PDO_FEEDBACK,1346936.480,1844231.693,0.003,0.075,1744909635.361758,546,SDO/NMT/CLR,0.0,0.0
3.989,PDO_FEEDBACK,1346936.480,1844231.693,0.003,0.075,1744909635.612061,546,SDO/NMT/CLR,0.0,0.0
4.002,GPS_FRAME,1346936.480,1844231.693,0.114,0.076,1744909635.625704,546,SDO/NMT/CLR,0.0,0.0
4.016,REL_POS_FRAME,1346936.800,1844231.693,0.114,0.076,1744909635.639632,546,SDO/NMT/CLR,0.0,0.0
4.239,PDO_FEEDBACK,1346936.800,1844231.693,0.114,0.076,1744909635.862774,546,SDO/NMT/CLR,0.0,0.0
4.405,GPS_FRAME,1346936.800,1844231.693,0.155,0.024,1744909636.028052,546,SDO/NMT/CLR,0.0,0.0
4.416,REL_POS_FRAME,1346936.813,1844231.680,0.155,0.024,1744909636.039893,546,SDO/NMT/CLR,0.0,0.0
4.488,PDO_FEEDBACK,1346936.813,1844231.680,0.155,0.024,1744909636.111724,546,SDO/NMT/CLR,0.0,0.0
4.738,PDO_FEEDBACK,1346936.813,1844231.680,0.155,0.024,1744909636.361577,546,SDO/NMT/CLR,0.0,0.0
4.798,GPS_FRAME,1346936.813,1844231.680,0.136,-0.017,1744909636.421290,546,SDO/NMT/CLR,0.0,0.0
4.808,REL_POS_FRAME,1346936.973,1844231.680,0.136,-0.017,1744909636.431755,546,SDO/NMT/CLR,0.0,0.0
4.990,PDO_FEEDBACK,1346936.973,1844231.680,0.136,-0.017,1744909636.613808,546,SDO/NMT/CLR,0.0,0.0
5.200,GPS_FRAME,1346936.973,1844231.680,0.078,0.004,1744909636.823354,546,SDO/NMT/CLR,0.0,0.0
5.209,REL_POS_FRAME,1346936.973,1844231.680,0.078,0.004,1744909636.832423,546,SDO/NMT/CLR,0.0,0.0
5.239,PDO_FEEDBACK,1346936.973,1844231.680,0.078,0.004,1744909636.862259,546,SDO/NMT/CLR,0.0,0.0
5.488,PDO_FEEDBACK,1346936.973,1844231.680,0.078,0.004,1744909637.111796,546,SDO/NMT/CLR,0.0,0.0
5.603,GPS_FRAME,1346936.973,1844231.680,0.051,-0.001,1744909637.226590,546,SDO/NMT/CLR,0.0,0.0
5.614,REL_POS_FRAME,1346936.973,1844231.680,0.051,-0.001,1744909637.237395,546,SDO/NMT/CLR,0.0,0.0
5.665,CAN_SEND,1346936.973,1844231.680,0.051,-0.001,1744909637.288657,546,open,0.0,0.0
5.738,PDO_FEEDBACK,1346936.973,1844231.680,0.051,-0.001,1744909637.361782,546,open,0.0,0.0
5.988,PDO_FEEDBACK,1346936.973,1844231.680,0.051,-0.001,1744909637.611763,546,open,0.3,0.8
5.999,GPS_FRAME,1346936.973,1844231.680,0.033,-0.027,1744909637.622109,546,open,0.3,0.8
6.008,REL_POS_FRAME,1346936.813,1844231.680,0.033,-0.027,1744909637.631642,546,open,0.3,0.8
6.238,PDO_FEEDBACK,1346936.813,1844231.680,0.033,-0.027,1744909637.861461,546,open,5.1,20.0
6.403,GPS_FRAME,1346936.813,1844231.680,0.064,-0.025,1744909638.026701,546,open,5.1,20.0
6.415,REL_POS_FRAME,1346936.973,1844231.520,0.064,-0.025,1744909638.037999,546,open,5.1,20.0
6.488,PDO_FEEDBACK,1346936.973,1844231.520,0.064,-0.025,1744909638.111774,546,open,10.9,23.4
6.738,PDO_FEEDBACK,1346936.973,1844231.520,0.064,-0.025,1744909638.361537,546,open,16.7,22.8
6.799,GPS_FRAME,1346936.973,1844231.520,0.116,-0.006,1744909638.422127,546,open,16.7,22.8
6.812,REL_POS_FRAME,1346937.280,1844231.520,0.116,-0.006,1744909638.435746,546,open,16.7,22.8
6.989,PDO_FEEDBACK,1346937.280,1844231.520,0.116,-0.006,1744909638.612360,546,open,22.3,22.7
7.198,GPS_FRAME,1346937.280,1844231.520,0.069,0.047,1744909638.821349,546,open,22.3,22.7
7.210,REL_POS_FRAME,1346937.280,1844231.520,0.069,0.047,1744909638.833361,546,open,22.3,22.7
7.239,PDO_FEEDBACK,1346937.280,1844231.520,0.069,0.047,1744909638.862098,546,open,27.9,22.1
7.489,PDO_FEEDBACK,1346937.280,1844231.520,0.069,0.047,1744909639.112427,546,open,33.2,21.4
7.602,GPS_FRAME,1346937.280,1844231.520,0.023,0.040,1744909639.225711,546,open,33.2,21.4
7.614,REL_POS_FRAME,1346936.973,1844231.520,0.023,0.040,1744909639.237483,546,open,33.2,21.4
7.738,PDO_FEEDBACK,1346936.973,1844231.520,0.023,0.040,1744909639.361377,546,open,38.6,22.4
7.988,PDO_FEEDBACK,1346936.973,1844231.520,0.023,0.040,1744909639.611400,546,open,43.6,20.9
8.000,GPS_FRAME,1346936.973,1844231.520,0.041,-0.021,1744909639.623027,546,open,43.6,20.9
8.007,REL_POS_FRAME,1346937.280,1844231.520,0.041,-0.021,1744909639.630748,546,open,43.6,20.9
8.239,PDO_FEEDBACK,1346937.280,1844231.520,0.041,-0.021,1744909639.862822,546,open,49.0,22.2
8.403,GPS_FRAME,1346937.280,1844231.520,0.078,-0.093,1744909640.026044,546,open,49.0,22.2
8.414,REL_POS_FRAME,1346937.280,1844231.520,0.078,-0.093,1744909640.037185,546,open,49.0,22.2
8.489,PDO_FEEDBACK,1346937.280,1844231.520,0.078,-0.093,1744909640.112183,546,open,54.3,20.6
8.737,PDO_FEEDBACK,1346937.280,1844231.520,0.078,-0.093,1744909640.360793,546,open,59.4,20.8
8.799,GPS_FRAME,1346937.280,1844231.520,0.094,-0.091,1744909640.422382,546,open,59.4,20.8
8.810,REL_POS_FRAME,1346937.280,1844231.360,0.094,-0.091,1744909640.433765,546,open,59.4,20.8
8.988,PDO_FEEDBACK,1346937.280,1844231.360,0.094,-0.091,1744909640.611580,546,open,64.7,20.8
9.201,GPS_FRAME,1346937.280,1844231.360,0.104,-0.080,1744909640.824778,546,open,64.7,20.8
9.211,REL_POS_FRAME,1346937.440,1844231.360,0.104,-0.080,1744909640.834307,546,open,64.7,20.8
9.238,PDO_FEEDBACK,1346937.440,1844231.360,0.104,-0.080,1744909640.861329,546,open,70.0,20.6
9.488,PDO_FEEDBACK,1346937.440,1844231.360,0.104,-0.080,1744909641.111314,546,open,75.1,20.5
9.603,GPS_FRAME,1346937.440,1844231.360,0.014,-0.109,1744909641.226664,546,open,75.1,20.5
9.612,REL_POS_FRAME,1346937.280,1844231.680,0.014,-0.109,1744909641.235391,546,open,75.1,20.5
9.737,PDO_FEEDBACK,1346937.280,1844231.680,0.014,-0.109,1744909641.360723,546,open,80.4,20.6
9.991,PDO_FEEDBACK,1346937.280,1844231.680,0.014,-0.109,1744909641.614001,546,open,85.8,21.2
9.999,GPS_FRAME,1346937.280,1844231.680,-0.087,-0.169,1744909641.622478,546,open,85.8,21.2
10.009,REL_POS_FRAME,1346936.973,1844231.693,-0.087,-0.169,1744909641.632336,546,open,85.8,21.2
10.238,PDO_FEEDBACK,1346936.973,1844231.693,-0.087,-0.169,1744909641.861361,546,open,91.1,20.4
10.405,GPS_FRAME,1346936.973,1844231.693,-0.100,-0.149,1744909642.028291,546,open,91.1,20.4
10.417,REL_POS_FRAME,1346936.973,1844231.693,-0.100,-0.149,1744909642.040416,546,open,91.1,20.4
10.488,PDO_FEEDBACK,1346936.973,1844231.693,-0.100,-0.149,1744909642.111681,546,open,96.2,21.5
10.738,PDO_FEEDBACK,1346936.973,1844231.693,-0.100,-0.149,1744909642.361012,546,open,100.0,0.0
10.798,GPS_FRAME,1346936.973,1844231.693,-0.125,-0.116,1744909642.421855,546,open,100.0,0.0
10.809,REL_POS_FRAME,1346936.813,1844231.693,-0.125,-0.116,1744909642.432450,546,open,100.0,0.0
10.987,PDO_FEEDBACK,1346936.813,1844231.693,-0.125,-0.116,1744909642.610702,546,open,100.0,0.0
11.199,GPS_FRAME,1346936.813,1844231.693,-0.036,-0.051,1744909642.822101,546,open,100.0,0.0
11.211,REL_POS_FRAME,1346936.973,1844231.680,-0.036,-0.051,1744909642.834176,546,open,100.0,0.0
11.237,PDO_FEEDBACK,1346936.973,1844231.680,-0.036,-0.051,1744909642.860589,546,open,100.0,0.0
11.487,PDO_FEEDBACK,1346936.973,1844231.680,-0.036,-0.051,1744909643.110420,546,open,100.0,0.0
11.604,GPS_FRAME,1346936.973,1844231.680,-0.033,-0.015,1744909643.226947,546,open,100.0,0.0
11.614,REL_POS_FRAME,1346936.973,1844231.680,-0.033,-0.015,1744909643.237545,546,open,100.0,0.0
11.737,PDO_FEEDBACK,1346936.973,1844231.680,-0.033,-0.015,1744909643.360289,546,open,100.0,0.0
11.987,PDO_FEEDBACK,1346936.973,1844231.680,-0.033,-0.015,1744909643.610331,546,open,100.0,0.0
11.999,GPS_FRAME,1346936.973,1844231.680,-0.030,-0.031,1744909643.622218,546,open,100.0,0.0
12.008,REL_POS_FRAME,1346936.973,1844231.680,-0.030,-0.031,1744909643.631829,546,open,100.0,0.0
12.237,PDO_FEEDBACK,1346936.973,1844231.680,-0.030,-0.031,1744909643.860294,546,open,100.0,0.0
12.403,GPS_FRAME,1346936.973,1844231.680,-0.077,-0.016,1744909644.026121,546,open,100.0,0.0
12.417,REL_POS_FRAME,1346936.973,1844231.680,-0.077,-0.016,1744909644.040340,546,open,100.0,0.0
12.487,PDO_FEEDBACK,1346936.973,1844231.680,-0.077,-0.016,1744909644.110310,546,open,100.0,0.0
12.737,PDO_FEEDBACK,1346936.973,1844231.680,-0.077,-0.016,1744909644.360241,546,open,100.0,0.0
12.800,GPS_FRAME,1346936.973,1844231.680,0.024,-0.029,1744909644.423645,546,open,100.0,0.0
12.811,REL_POS_FRAME,1346937.120,1844231.680,0.024,-0.029,1744909644.434410,546,open,100.0,0.0
12.988,PDO_FEEDBACK,1346937.120,1844231.680,0.024,-0.029,1744909644.611653,546,open,100.0,0.0
13.200,GPS_FRAME,1346937.120,1844231.680,0.002,-0.010,1744909644.823239,546,open,100.0,0.0
13.209,REL_POS_FRAME,1346937.120,1844231.520,0.002,-0.010,1744909644.832046,546,open,100.0,0.0
13.237,PDO_FEEDBACK,1346937.120,1844231.520,0.002,-0.010,1744909644.860167,546,open,100.0,0.0
13.492,PDO_FEEDBACK,1346937.120,1844231.520,0.002,-0.010,1744909645.115484,546,open,100.0,0.0
13.604,GPS_FRAME,1346937.120,1844231.520,0.007,-0.113,1744909645.227493,546,open,100.0,0.0
13.614,REL_POS_FRAME,1346937.280,1844231.693,0.007,-0.113,1744909645.237760,546,open,100.0,0.0
13.737,PDO_FEEDBACK,1346937.280,1844231.693,0.007,-0.113,1744909645.360045,546,open,100.0,0.0
13.987,PDO_FEEDBACK,1346937.280,1844231.693,0.007,-0.113,1744909645.609984,546,open,100.0,0.0
13.999,GPS_FRAME,1346937.280,1844231.693,0.044,-0.122,1744909645.622113,546,open,100.0,0.0
14.007,REL_POS_FRAME,1346937.280,1844231.680,0.044,-0.122,1744909645.630406,546,open,100.0,0.0
14.237,PDO_FEEDBACK,1346937.280,1844231.680,0.044,-0.122,1744909645.860009,546,open,100.0,0.0
14.403,GPS_FRAME,1346937.280,1844231.680,0.168,-0.153,1744909646.026242,546,open,100.0,0.0
14.419,REL_POS_FRAME,1346937.453,1844231.520,0.168,-0.153,1744909646.041955,546,open,100.0,0.0
14.488,PDO_FEEDBACK,1346937.453,1844231.520,0.168,-0.153,1744909646.111537,546,open,100.0,0.0
14.736,PDO_FEEDBACK,1346937.453,1844231.520,0.168,-0.153,1744909646.359861,546,open,100.0,0.0
14.799,GPS_FRAME,1346937.453,1844231.520,0.260,-0.082,1744909646.422423,546,open,100.0,0.0
14.811,REL_POS_FRAME,1346937.760,1844231.520,0.260,-0.082,1744909646.434164,546,open,100.0,0.0
14.987,PDO_FEEDBACK,1346937.760,1844231.520,0.260,-0.082,1744909646.610049,546,open,100.0,0.0
15.202,GPS_FRAME,1346937.760,1844231.520,0.197,-0.016,1744909646.825093,546,open,100.0,0.0
15.210,REL_POS_FRAME,1346937.760,1844231.520,0.197,-0.016,1744909646.833737,546,open,100.0,0.0
15.236,PDO_FEEDBACK,1346937.760,1844231.520,0.197,-0.016,1744909646.859914,546,open,100.0,0.0
15.487,PDO_FEEDBACK,1346937.760,1844231.520,0.197,-0.016,1744909647.110137,546,open,100.0,0.0
15.604,GPS_FRAME,1346937.760,1844231.520,0.096,0.007,1744909647.227253,546,open,100.0,0.0
15.615,REL_POS_FRAME,1346937.453,1844231.520,0.096,0.007,1744909647.238436,546,open,100.0,0.0
15.736,PDO_FEEDBACK,1346937.453,1844231.520,0.096,0.007,1744909647.359911,546,open,100.0,0.0
15.987,PDO_FEEDBACK,1346937.453,1844231.520,0.096,0.007,1744909647.609957,546,open,100.0,0.0
16.000,GPS_FRAME,1346937.453,1844231.520,0.077,-0.006,1744909647.622969,546,open,100.0,0.0
16.010,REL_POS_FRAME,1346937.453,1844231.520,0.077,-0.006,1744909647.633615,546,open,100.0,0.0
16.167,CAN_SEND,1346937.453,1844231.520,0.077,-0.006,1744909647.790788,546,close,100.0,0.0
16.236,PDO_FEEDBACK,1346937.453,1844231.520,0.077,-0.006,1744909647.859813,546,close,100.0,0.0
16.403,GPS_FRAME,1346937.453,1844231.520,0.058,-0.013,1744909648.026695,546,close,100.0,0.0
16.414,REL_POS_FRAME,1346937.453,1844231.520,0.058,-0.013,1744909648.037330,546,close,100.0,0.0
16.486,PDO_FEEDBACK,1346937.453,1844231.520,0.058,-0.013,1744909648.109698,546,close,99.5,2.1
16.736,PDO_FEEDBACK,1346937.453,1844231.520,0.058,-0.013,1744909648.359763,546,close,94.9,20.8
16.799,GPS_FRAME,1346937.453,1844231.520,0.085,0.028,1744909648.422004,546,close,94.9,20.8
16.810,REL_POS_FRAME,1346937.760,1844231.520,0.085,0.028,1744909648.432937,546,close,94.9,20.8
16.986,PDO_FEEDBACK,1346937.760,1844231.520,0.085,0.028,1744909648.609620,546,close,89.0,24.1
17.199,GPS_FRAME,1346937.760,1844231.520,0.021,0.045,1744909648.822089,546,close,89.0,24.1
17.207,REL_POS_FRAME,1346937.600,1844231.520,0.021,0.045,1744909648.830779,546,close,89.0,24.1
17.236,PDO_FEEDBACK,1346937.600,1844231.520,0.021,0.045,1744909648.859694,546,close,83.2,22.4
17.492,PDO_FEEDBACK,1346937.600,1844231.520,0.021,0.045,1744909649.115135,546,close,77.6,22.6
17.604,GPS_FRAME,1346937.600,1844231.520,0.000,-0.010,1744909649.227435,546,close,77.6,22.6
17.613,REL_POS_FRAME,1346937.453,1844231.520,0.000,-0.010,1744909649.235960,546,close,77.6,22.6
17.736,PDO_FEEDBACK,1346937.453,1844231.520,0.000,-0.010,1744909649.359717,546,close,72.1,21.8
17.986,PDO_FEEDBACK,1346937.453,1844231.520,0.000,-0.010,1744909649.609776,546,close,66.7,21.7
17.999,GPS_FRAME,1346937.453,1844231.520,-0.097,-0.065,1744909649.622467,546,close,66.7,21.7
18.009,REL_POS_FRAME,1346937.440,1844231.680,-0.097,-0.065,1744909649.632230,546,close,66.7,21.7
18.236,PDO_FEEDBACK,1346937.440,1844231.680,-0.097,-0.065,1744909649.859426,546,close,61.4,21.7
18.403,GPS_FRAME,1346937.440,1844231.680,0.006,0.013,1744909650.026688,546,close,61.4,21.7
18.416,REL_POS_FRAME,1346937.453,1844231.520,0.006,0.013,1744909650.039233,546,close,61.4,21.7
18.487,PDO_FEEDBACK,1346937.453,1844231.520,0.006,0.013,1744909650.109982,546,close,56.3,21.3
18.736,PDO_FEEDBACK,1346937.453,1844231.520,0.006,0.013,1744909650.359302,546,close,51.0,21.4
18.801,GPS_FRAME,1346937.453,1844231.520,0.012,0.124,1744909650.424236,546,close,51.0,21.4
18.811,REL_POS_FRAME,1346937.453,1844231.360,0.012,0.124,1744909650.434750,546,close,51.0,21.4
18.986,PDO_FEEDBACK,1346937.453,1844231.360,0.012,0.124,1744909650.609407,546,close,45.7,20.8
19.198,GPS_FRAME,1346937.453,1844231.360,0.070,0.101,1744909650.821604,546,close,45.7,20.8
19.214,REL_POS_FRAME,1346937.453,1844231.360,0.070,0.101,1744909650.837762,546,close,45.7,20.8
19.236,PDO_FEEDBACK,1346937.453,1844231.360,0.070,0.101,1744909650.859749,546,close,40.3,21.8
19.486,PDO_FEEDBACK,1346937.453,1844231.360,0.070,0.101,1744909651.109444,546,close,35.3,20.9
19.603,GPS_FRAME,1346937.453,1844231.360,0.135,0.032,1744909651.226093,546,close,35.3,20.9
19.616,REL_POS_FRAME,1346937.760,1844231.213,0.135,0.032,1744909651.239690,546,close,35.3,20.9
19.736,PDO_FEEDBACK,1346937.760,1844231.213,0.135,0.032,1744909651.359090,546,close,29.9,21.8
19.986,PDO_FEEDBACK,1346937.760,1844231.213,0.135,0.032,1744909651.609184,546,close,24.6,20.5
19.999,GPS_FRAME,1346937.760,1844231.213,0.064,-0.031,1744909651.622650,546,close,24.6,20.5
20.009,REL_POS_FRAME,1346937.453,1844231.360,0.064,-0.031,1744909651.632165,546,close,24.6,20.5
20.236,PDO_FEEDBACK,1346937.453,1844231.360,0.064,-0.031,1744909651.859250,546,close,19.3,20.8
20.404,GPS_FRAME,1346937.453,1844231.360,0.058,-0.044,1744909652.027845,546,close,19.3,20.8
20.414,REL_POS_FRAME,1346937.600,1844231.680,0.058,-0.044,1744909652.037654,546,close,19.3,20.8
20.488,PDO_FEEDBACK,1346937.600,1844231.680,0.058,-0.044,1744909652.110972,546,close,14.2,20.4
20.736,PDO_FEEDBACK,1346937.600,1844231.680,0.058,-0.044,1744909652.359317,546,close,8.9,20.6
20.798,GPS_FRAME,1346937.600,1844231.680,-0.009,-0.063,1744909652.421863,546,close,8.9,20.6
20.809,REL_POS_FRAME,1346937.453,1844231.680,-0.009,-0.063,1744909652.432147,546,close,8.9,20.6
20.986,PDO_FEEDBACK,1346937.453,1844231.680,-0.009,-0.063,1744909652.609082,546,close,3.6,20.3
21.199,GPS_FRAME,1346937.453,1844231.680,-0.172,-0.142,1744909652.822828,546,close,3.6,20.3
21.212,REL_POS_FRAME,1346937.120,1844231.853,-0.172,-0.142,1744909652.835795,546,close,3.6,20.3
21.235,PDO_FEEDBACK,1346937.120,1844231.853,-0.172,-0.142,1744909652.858882,546,close,0.0,0.0
21.486,PDO_FEEDBACK,1346937.120,1844231.853,-0.172,-0.142,1744909653.109504,546,close,0.0,0.0
21.603,GPS_FRAME,1346937.120,1844231.853,-0.109,-0.218,1744909653.226685,546,close,0.0,0.0
21.618,REL_POS_FRAME,1346936.973,1844232.000,-0.109,-0.218,1744909653.241585,546,close,0.0,0.0
21.736,PDO_FEEDBACK,1346936.973,1844232.000,-0.109,-0.218,1744909653.358942,546,close,0.0,0.0
21.985,PDO_FEEDBACK,1346936.973,1844232.000,-0.109,-0.218,1744909653.608744,546,close,0.0,0.0
21.998,GPS_FRAME,1346936.973,1844232.000,-0.126,-0.098,1744909653.621759,546,close,0.0,0.0
22.008,REL_POS_FRAME,1346936.973,1844232.000,-0.126,-0.098,1744909653.631211,546,close,0.0,0.0
22.235,PDO_FEEDBACK,1346936.973,1844232.000,-0.126,-0.098,1744909653.858813,546,close,0.0,0.0
22.403,GPS_FRAME,1346936.973,1844232.000,-0.067,-0.047,1744909654.026859,546,close,0.0,0.0
22.413,REL_POS_FRAME,1346936.813,1844232.000,-0.067,-0.047,1744909654.036711,546,close,0.0,0.0
22.485,PDO_FEEDBACK,1346936.813,1844232.000,-0.067,-0.047,1744909654.108760,546,close,0.0,0.0
22.735,PDO_FEEDBACK,1346936.813,1844232.000,-0.067,-0.047,1744909654.358801,546,close,0.0,0.0
22.798,GPS_FRAME,1346936.813,1844232.000,-0.045,-0.017,1744909654.421181,546,close,0.0,0.0
22.806,REL_POS_FRAME,1346936.800,1844232.000,-0.045,-0.017,1744909654.429835,546,close,0.0,0.0
22.985,PDO_FEEDBACK,1346936.800,1844232.000,-0.045,-0.017,1744909654.608754,546,close,0.0,0.0
23.198,GPS_FRAME,1346936.800,1844232.000,-0.002,-0.018,1744909654.821494,546,close,0.0,0.0
23.211,REL_POS_FRAME,1346936.800,1844231.853,-0.002,-0.018,1744909654.834313,546,close,0.0,0.0
23.235,PDO_FEEDBACK,1346936.800,1844231.853,-0.002,-0.018,1744909654.858479,546,close,0.0,0.0
23.485,PDO_FEEDBACK,1346936.800,1844231.853,-0.002,-0.018,1744909655.108538,546,close,0.0,0.0
23.603,GPS_FRAME,1346936.800,1844231.853,0.115,0.082,1744909655.226412,546,close,0.0,0.0
23.612,REL_POS_FRAME,1346936.813,1844231.853,0.115,0.082,1744909655.235370,546,close,0.0,0.0
23.735,PDO_FEEDBACK,1346936.813,1844231.853,0.115,0.082,1744909655.358424,546,close,0.0,0.0
23.985,PDO_FEEDBACK,1346936.813,1844231.853,0.115,0.082,1744909655.608580,546,close,0.0,0.0
24.000,GPS_FRAME,1346936.813,1844231.853,0.048,-0.048,1744909655.623871,546,close,0.0,0.0
24.013,REL_POS_FRAME,1346936.800,1844231.853,0.048,-0.048,1744909655.636635,546,close,0.0,0.0
24.235,PDO_FEEDBACK,1346936.800,1844231.853,0.048,-0.048,1744909655.858479,546,close,0.0,0.0
24.402,GPS_FRAME,1346936.800,1844231.853,0.084,-0.042,1744909656.025251,546,close,0.0,0.0
