time_sec,x,y,vx,vy,sampling_time_sec,actuator_id,command,actuator_position_mm,actuator_speed_mms,event_type
49.097,1346933.120,1844213.280,0.054,-0.010,1744849587.629,22,SDO_READ,98.9,,RELATIVE_FRAME
49.261,1346933.120,1844213.280,0.054,-0.010,1744849587.629,22,SDO_READ,98.9,,PDO_FEEDBACK
49.495,1346933.120,1844213.280,0.079,-0.025,1744849588.026,22,SDO_READ,98.9,,GPS_FRAME
49.510,1346933.280,1844213.120,0.079,-0.025,1744849588.041,22,SDO_READ,98.9,,RELATIVE_FRAME
49.515,1346933.280,1844213.120,0.079,-0.025,1744849588.041,22,SDO_READ,98.9,,PDO_FEEDBACK
49.761,1346933.280,1844213.120,0.079,-0.025,1744849588.041,22,SDO_READ,98.9,,PDO_FEEDBACK
49.892,1346933.280,1844213.120,0.064,-0.078,1744849588.424,22,SDO_READ,98.9,,GPS_FRAME
49.903,1346933.280,1844212.973,0.064,-0.078,1744849588.434,22,SDO_READ,98.9,,RELATIVE_FRAME
50.010,1346933.280,1844212.973,0.064,-0.078,1744849588.434,22,SDO_READ,98.9,,PDO_FEEDBACK
50.290,1346933.280,1844212.973,0.087,-0.055,1744849588.822,22,SDO_READ,98.9,,GPS_FRAME
50.300,1346933.453,1844212.800,0.087,-0.055,1744849588.832,22,SDO_READ,98.9,,RELATIVE_FRAME
50.695,1346933.453,1844212.800,0.115,-0.017,1744849589.227,22,SDO_READ,98.9,,GPS_FRAME
50.710,1346933.453,1844212.640,0.115,-0.017,1744849589.241,22,SDO_READ,98.9,,RELATIVE_FRAME
50.760,1346933.453,1844212.640,0.115,-0.017,1744849589.241,22,SDO_READ,98.9,,PDO_FEEDBACK
51.090,1346933.453,1844212.640,0.054,-0.010,1744849589.621,22,SDO_READ,98.9,,GPS_FRAME
51.098,1346933.453,1844212.640,0.054,-0.010,1744849589.629,22,SDO_READ,98.9,,RELATIVE_FRAME
51.260,1346933.453,1844212.640,0.054,-0.010,1744849589.629,22,SDO_READ,98.9,,PDO_FEEDBACK
51.494,1346933.453,1844212.640,0.123,-0.030,1744849590.025,22,SDO_READ,98.9,,GPS_FRAME
51.504,1346933.760,1844212.320,0.123,-0.030,1744849590.035,22,SDO_READ,98.9,,RELATIVE_FRAME
51.510,1346933.760,1844212.320,0.123,-0.030,1744849590.035,22,SDO_READ,98.9,,PDO_FEEDBACK
51.760,1346933.760,1844212.320,0.123,-0.030,1744849590.035,22,SDO_READ,98.9,,PDO_FEEDBACK
51.897,1346933.760,1844212.320,0.135,-0.043,1744849590.428,22,SDO_READ,98.9,,GPS_FRAME
51.913,1346933.760,1844212.160,0.135,-0.043,1744849590.444,22,SDO_READ,98.9,,RELATIVE_FRAME
52.260,1346933.760,1844212.160,0.135,-0.043,1744849590.444,22,SDO_READ,98.9,,PDO_FEEDBACK
52.289,1346933.760,1844212.160,0.159,-0.075,1744849590.821,22,SDO_READ,98.9,,GPS_FRAME
52.300,1346934.080,1844212.000,0.159,-0.075,1744849590.832,22,SDO_READ,98.9,,RELATIVE_FRAME
52.693,1346934.080,1844212.000,0.143,-0.107,1744849591.224,22,SDO_READ,98.9,,GPS_FRAME
52.703,1346934.093,1844211.693,0.143,-0.107,1744849591.235,22,SDO_READ,98.9,,RELATIVE_FRAME
53.093,1346934.093,1844211.693,0.196,-0.164,1744849591.624,22,SDO_READ,98.9,,GPS_FRAME
53.110,1346934.400,1844211.680,0.196,-0.164,1744849591.641,22,SDO_READ,98.9,,RELATIVE_FRAME
53.493,1346934.400,1844211.680,0.111,-0.143,1744849592.024,22,SDO_READ,98.9,,GPS_FRAME
53.512,1346934.400,1844211.680,0.111,-0.143,1744849592.024,22,SDO_READ,98.9,,PDO_FEEDBACK
53.514,1346934.240,1844211.360,0.111,-0.143,1744849592.045,22,SDO_READ,98.9,,RELATIVE_FRAME
53.891,1346934.240,1844211.360,0.240,-0.129,1744849592.423,22,SDO_READ,98.9,,GPS_FRAME
53.901,1346934.560,1844211.200,0.240,-0.129,1744849592.433,22,SDO_READ,98.9,,RELATIVE_FRAME
54.009,1346934.560,1844211.200,0.240,-0.129,1744849592.433,22,SDO_READ,98.9,,PDO_FEEDBACK
54.289,1346934.560,1844211.200,0.352,-0.096,1744849592.821,22,SDO_READ,98.9,,GPS_FRAME
54.300,1346934.720,1844210.880,0.352,-0.096,1744849592.832,22,SDO_READ,98.9,,RELATIVE_FRAME
54.693,1346934.720,1844210.880,0.433,-0.085,1744849593.225,22,SDO_READ,98.9,,GPS_FRAME
54.705,1346935.200,1844210.733,0.433,-0.085,1744849593.237,22,SDO_READ,98.9,,RELATIVE_FRAME
55.009,1346935.200,1844210.733,0.433,-0.085,1744849593.237,22,SDO_READ,98.9,,PDO_FEEDBACK
55.090,1346935.200,1844210.733,0.413,0.010,1744849593.622,22,SDO_READ,98.9,,GPS_FRAME
55.099,1346935.213,1844210.560,0.413,0.010,1744849593.631,22,SDO_READ,98.9,,RELATIVE_FRAME
55.259,1346935.213,1844210.560,0.413,0.010,1744849593.631,22,SDO_READ,98.9,,PDO_FEEDBACK
55.494,1346935.213,1844210.560,0.300,-0.011,1744849594.025,22,SDO_READ,98.9,,GPS_FRAME
55.506,1346935.520,1844210.573,0.300,-0.011,1744849594.037,22,SDO_READ,98.9,,RELATIVE_FRAME
55.509,1346935.520,1844210.573,0.300,-0.011,1744849594.037,22,SDO_READ,98.9,,PDO_FEEDBACK
55.888,1346935.520,1844210.573,0.351,-0.024,1744849594.420,22,SDO_READ,98.9,,GPS_FRAME
55.899,1346935.680,1844210.240,0.351,-0.024,1744849594.430,22,SDO_READ,98.9,,RELATIVE_FRAME
56.009,1346935.680,1844210.240,0.351,-0.024,1744849594.430,22,SDO_READ,98.9,,PDO_FEEDBACK
56.260,1346935.680,1844210.240,0.351,-0.024,1744849594.430,22,SDO_READ,98.9,,PDO_FEEDBACK
56.288,1346935.680,1844210.240,0.387,-0.059,1744849594.820,22,SDO_READ,98.9,,GPS_FRAME
56.296,1346936.000,1844209.933,0.387,-0.059,1744849594.827,22,SDO_READ,98.9,,RELATIVE_FRAME
56.694,1346936.000,1844209.933,0.335,-0.027,1744849595.226,22,SDO_READ,98.9,,GPS_FRAME
56.704,1346936.160,1844210.093,0.335,-0.027,1744849595.235,22,SDO_READ,98.9,,RELATIVE_FRAME
57.009,1346936.160,1844210.093,0.335,-0.027,1744849595.235,22,SDO_READ,98.9,,PDO_FEEDBACK
57.090,1346936.160,1844210.093,0.266,-0.045,1744849595.621,22,SDO_READ,98.9,,GPS_FRAME
57.097,1346936.320,1844209.933,0.266,-0.045,1744849595.628,22,SDO_READ,98.9,,RELATIVE_FRAME
57.492,1346936.320,1844209.933,0.268,-0.064,1744849596.024,22,SDO_READ,98.9,,GPS_FRAME
57.505,1346936.333,1844209.760,0.268,-0.064,1744849596.036,22,SDO_READ,98.9,,RELATIVE_FRAME
57.510,1346936.333,1844209.760,0.268,-0.064,1744849596.036,22,SDO_READ,98.9,,PDO_FEEDBACK
57.759,1346936.333,1844209.760,0.268,-0.064,1744849596.036,22,SDO_READ,98.9,,PDO_FEEDBACK
57.890,1346936.333,1844209.760,0.323,-0.043,1744849596.422,22,SDO_READ,98.9,,GPS_FRAME
57.904,1346936.800,1844209.760,0.323,-0.043,1744849596.435,22,SDO_READ,98.9,,RELATIVE_FRAME
58.291,1346936.800,1844209.760,0.277,-0.018,1744849596.822,22,SDO_READ,98.9,,GPS_FRAME
58.301,1346936.800,1844209.453,0.277,-0.018,1744849596.833,22,SDO_READ,98.9,,RELATIVE_FRAME
58.697,1346936.800,1844209.453,0.257,-0.038,1744849597.228,22,SDO_READ,98.9,,GPS_FRAME
58.707,1346936.800,1844209.453,0.257,-0.038,1744849597.239,22,SDO_READ,98.9,,RELATIVE_FRAME
59.009,1346936.800,1844209.453,0.257,-0.038,1744849597.239,22,SDO_READ,98.9,,PDO_FEEDBACK
59.089,1346936.800,1844209.453,0.233,-0.026,1744849597.621,22,SDO_READ,98.9,,GPS_FRAME
59.098,1346936.800,1844209.453,0.233,-0.026,1744849597.629,22,SDO_READ,98.9,,RELATIVE_FRAME
59.493,1346936.800,1844209.453,0.157,-0.037,1744849598.025,22,SDO_READ,98.9,,GPS_FRAME
59.505,1346936.480,1844209.760,0.157,-0.037,1744849598.036,22,SDO_READ,98.9,,RELATIVE_FRAME
59.759,1346936.480,1844209.760,0.157,-0.037,1744849598.036,22,SDO_READ,98.9,,PDO_FEEDBACK
59.891,1346936.480,1844209.760,0.116,-0.051,1744849598.423,22,SDO_READ,98.9,,GPS_FRAME
59.908,1346936.480,1844209.760,0.116,-0.051,1744849598.440,22,SDO_READ,98.9,,RELATIVE_FRAME
60.260,1346936.480,1844209.760,0.116,-0.051,1744849598.440,22,SDO_READ,98.9,,PDO_FEEDBACK
60.290,1346936.480,1844209.760,0.059,-0.039,1744849598.822,22,SDO_READ,98.9,,GPS_FRAME
60.300,1346936.333,1844209.760,0.059,-0.039,1744849598.831,22,SDO_READ,98.9,,RELATIVE_FRAME
60.508,1346936.333,1844209.760,0.059,-0.039,1744849598.831,22,SDO_READ,98.9,,PDO_FEEDBACK
60.696,1346936.333,1844209.760,0.085,-0.088,1744849599.227,22,SDO_READ,98.9,,GPS_FRAME
60.709,1346936.333,1844209.613,0.085,-0.088,1744849599.240,22,SDO_READ,98.9,,RELATIVE_FRAME
60.759,1346936.333,1844209.613,0.085,-0.088,1744849599.240,22,SDO_READ,98.9,,PDO_FEEDBACK
61.008,1346936.333,1844209.613,0.085,-0.088,1744849599.240,22,SDO_READ,98.9,,PDO_FEEDBACK
61.090,1346936.333,1844209.613,0.075,-0.065,1744849599.621,22,SDO_READ,98.9,,GPS_FRAME
61.098,1346936.320,1844209.613,0.075,-0.065,1744849599.630,22,SDO_READ,98.9,,RELATIVE_FRAME
61.494,1346936.320,1844209.613,0.092,-0.048,1744849600.026,22,SDO_READ,98.9,,GPS_FRAME
61.504,1346936.320,1844209.613,0.092,-0.048,1744849600.036,22,SDO_READ,98.9,,RELATIVE_FRAME
61.508,1346936.320,1844209.613,0.092,-0.048,1744849600.036,22,SDO_READ,98.9,,PDO_FEEDBACK
61.759,1346936.320,1844209.613,0.092,-0.048,1744849600.036,22,SDO_READ,98.9,,PDO_FEEDBACK
61.892,1346936.320,1844209.613,0.144,-0.040,1744849600.423,22,SDO_READ,98.9,,GPS_FRAME
61.901,1346936.333,1844209.760,0.144,-0.040,1744849600.432,22,SDO_READ,98.9,,RELATIVE_FRAME
62.011,1346936.333,1844209.760,0.144,-0.040,1744849600.432,22,SDO_READ,98.9,,PDO_FEEDBACK
62.290,1346936.333,1844209.760,0.234,-0.123,1744849600.822,22,SDO_READ,98.9,,GPS_FRAME
62.300,1346936.480,1844209.440,0.234,-0.123,1744849600.831,22,SDO_READ,98.9,,RELATIVE_FRAME
62.508,1346936.480,1844209.440,0.234,-0.123,1744849600.831,22,SDO_READ,98.9,,PDO_FEEDBACK
62.695,1346936.480,1844209.440,0.167,-0.107,1744849601.226,22,SDO_READ,98.9,,GPS_FRAME
62.702,1346936.480,1844209.613,0.167,-0.107,1744849601.234,22,SDO_READ,98.9,,RELATIVE_FRAME
63.089,1346936.480,1844209.613,0.152,-0.090,1744849601.620,22,SDO_READ,98.9,,GPS_FRAME
63.098,1346936.480,1844209.453,0.152,-0.090,1744849601.630,22,SDO_READ,98.9,,RELATIVE_FRAME
63.258,1346936.480,1844209.453,0.152,-0.090,1744849601.630,22,SDO_READ,98.9,,PDO_FEEDBACK
63.494,1346936.480,1844209.453,0.098,-0.022,1744849602.025,22,SDO_READ,98.9,,GPS_FRAME
63.505,1346936.480,1844209.613,0.098,-0.022,1744849602.036,22,SDO_READ,98.9,,RELATIVE_FRAME
63.891,1346936.480,1844209.613,0.093,-0.022,1744849602.422,22,SDO_READ,98.9,,GPS_FRAME
63.903,1346936.480,1844209.760,0.093,-0.022,1744849602.435,22,SDO_READ,98.9,,RELATIVE_FRAME
64.008,1346936.480,1844209.760,0.093,-0.022,1744849602.435,22,SDO_READ,98.9,,PDO_FEEDBACK
64.290,1346936.480,1844209.760,0.176,-0.066,1744849602.822,22,SDO_READ,98.9,,GPS_FRAME
64.301,1346936.480,1844209.613,0.176,-0.066,1744849602.832,22,SDO_READ,98.9,,RELATIVE_FRAME
64.696,1346936.480,1844209.613,0.213,-0.030,1744849603.227,22,SDO_READ,98.9,,GPS_FRAME
64.706,1346936.640,1844209.760,0.213,-0.030,1744849603.238,22,SDO_READ,98.9,,RELATIVE_FRAME
64.758,1346936.640,1844209.760,0.213,-0.030,1744849603.238,22,SDO_READ,98.9,,PDO_FEEDBACK
65.008,1346936.640,1844209.760,0.213,-0.030,1744849603.238,22,SDO_READ,98.9,,PDO_FEEDBACK
65.090,1346936.640,1844209.760,0.192,0.012,1744849603.621,22,SDO_READ,98.9,,GPS_FRAME
65.104,1346936.640,1844209.613,0.192,0.012,1744849603.636,22,SDO_READ,98.9,,RELATIVE_FRAME
65.493,1346936.640,1844209.613,0.162,0.037,1744849604.025,22,SDO_READ,98.9,,GPS_FRAME
65.512,1346936.640,1844209.920,0.162,0.037,1744849604.044,22,SDO_READ,98.9,,RELATIVE_FRAME
65.519,1346936.640,1844209.920,0.162,0.037,1744849604.044,22,SDO_READ,98.9,,PDO_FEEDBACK
65.890,1346936.640,1844209.920,0.136,0.033,1744849604.421,22,SDO_READ,98.9,,GPS_FRAME
65.902,1346936.640,1844209.760,0.136,0.033,1744849604.434,22,SDO_READ,98.9,,RELATIVE_FRAME
66.008,1346936.640,1844209.760,0.136,0.033,1744849604.434,22,SDO_READ,98.9,,PDO_FEEDBACK
66.257,1346936.640,1844209.760,0.136,0.033,1744849604.434,22,SDO_READ,98.9,,PDO_FEEDBACK
66.290,1346936.640,1844209.760,0.148,0.021,1744849604.821,22,SDO_READ,98.9,,GPS_FRAME
66.300,1346936.800,1844209.920,0.148,0.021,1744849604.831,22,SDO_READ,98.9,,RELATIVE_FRAME
66.508,1346936.800,1844209.920,0.148,0.021,1744849604.831,22,SDO_READ,98.9,,PDO_FEEDBACK
66.694,1346936.800,1844209.920,0.162,-0.012,1744849605.226,22,SDO_READ,98.9,,GPS_FRAME
66.706,1346936.800,1844209.760,0.162,-0.012,1744849605.237,22,SDO_READ,98.9,,RELATIVE_FRAME
66.759,1346936.800,1844209.760,0.162,-0.012,1744849605.237,22,SDO_READ,98.9,,PDO_FEEDBACK
67.007,1346936.800,1844209.760,0.162,-0.012,1744849605.237,22,SDO_READ,98.9,,PDO_FEEDBACK
67.090,1346936.800,1844209.760,0.184,-0.058,1744849605.621,22,SDO_READ,98.9,,GPS_FRAME
67.103,1346936.813,1844209.613,0.184,-0.058,1744849605.634,22,SDO_READ,98.9,,RELATIVE_FRAME
67.494,1346936.813,1844209.613,0.159,0.005,1744849606.025,22,SDO_READ,98.9,,GPS_FRAME
67.504,1346936.813,1844209.613,0.159,0.005,1744849606.035,22,SDO_READ,98.9,,RELATIVE_FRAME
67.757,1346936.813,1844209.613,0.159,0.005,1744849606.035,22,SDO_READ,98.9,,PDO_FEEDBACK
67.889,1346936.813,1844209.613,0.160,-0.017,1744849606.420,22,SDO_READ,98.9,,GPS_FRAME
67.901,1346936.973,1844209.920,0.160,-0.017,1744849606.432,22,SDO_READ,98.9,,RELATIVE_FRAME
68.289,1346936.973,1844209.920,0.094,0.022,1744849606.820,22,SDO_READ,98.9,,GPS_FRAME
68.299,1346936.973,1844209.760,0.094,0.022,1744849606.831,22,SDO_READ,98.9,,RELATIVE_FRAME
68.694,1346936.973,1844209.760,0.128,0.058,1744849607.226,22,SDO_READ,98.9,,GPS_FRAME
68.706,1346936.973,1844209.933,0.128,0.058,1744849607.237,22,SDO_READ,98.9,,RELATIVE_FRAME
69.090,1346936.973,1844209.933,0.067,0.073,1744849607.621,22,SDO_READ,98.9,,GPS_FRAME
69.100,1346936.813,1844209.920,0.067,0.073,1744849607.632,22,SDO_READ,98.9,,RELATIVE_FRAME
69.258,1346936.813,1844209.920,0.067,0.073,1744849607.632,22,SDO_READ,98.9,,PDO_FEEDBACK
69.493,1346936.813,1844209.920,0.107,0.021,1744849608.024,22,SDO_READ,98.9,,GPS_FRAME
69.507,1346936.973,1844209.920,0.107,0.021,1744849608.039,22,SDO_READ,98.9,,RELATIVE_FRAME
69.513,1346936.973,1844209.920,0.107,0.021,1744849608.039,22,SDO_READ,98.9,,PDO_FEEDBACK
69.890,1346936.973,1844209.920,0.005,0.055,1744849608.421,22,SDO_READ,98.9,,GPS_FRAME
69.902,1346936.973,1844209.933,0.005,0.055,1744849608.433,22,SDO_READ,98.9,,RELATIVE_FRAME
70.288,1346936.973,1844209.933,0.060,0.069,1744849608.820,22,SDO_READ,98.9,,GPS_FRAME
70.301,1346936.973,1844209.933,0.060,0.069,1744849608.833,22,SDO_READ,98.9,,RELATIVE_FRAME
70.695,1346936.973,1844209.933,0.055,0.117,1744849609.226,22,SDO_READ,98.9,,GPS_FRAME
70.705,1346937.120,1844210.240,0.055,0.117,1744849609.236,22,SDO_READ,98.9,,RELATIVE_FRAME
70.757,1346937.120,1844210.240,0.055,0.117,1744849609.236,22,SDO_READ,98.9,,PDO_FEEDBACK
71.090,1346937.120,1844210.240,0.065,0.072,1744849609.622,22,SDO_READ,98.9,,GPS_FRAME
71.100,1346937.280,1844210.093,0.065,0.072,1744849609.631,22,SDO_READ,98.9,,RELATIVE_FRAME
71.493,1346937.280,1844210.093,-0.047,0.101,1744849610.025,22,SDO_READ,98.9,,GPS_FRAME
71.503,1346936.973,1844210.093,-0.047,0.101,1744849610.034,22,SDO_READ,98.9,,RELATIVE_FRAME
71.890,1346936.973,1844210.093,-0.027,0.027,1744849610.421,22,SDO_READ,98.9,,GPS_FRAME
71.903,1346936.973,1844210.400,-0.027,0.027,1744849610.434,22,SDO_READ,98.9,,RELATIVE_FRAME
72.257,1346936.973,1844210.400,-0.027,0.027,1744849610.434,22,SDO_READ,98.9,,PDO_FEEDBACK
72.297,1346936.973,1844210.400,-0.105,0.048,1744849610.829,22,SDO_READ,98.9,,GPS_FRAME
72.305,1346936.813,1844210.400,-0.105,0.048,1744849610.837,22,SDO_READ,98.9,,RELATIVE_FRAME
72.506,1346936.813,1844210.400,-0.105,0.048,1744849610.837,22,SDO_READ,98.9,,PDO_FEEDBACK
72.694,1346936.813,1844210.400,-0.064,0.072,1744849611.226,22,SDO_READ,98.9,,GPS_FRAME
72.703,1346936.973,1844210.400,-0.064,0.072,1744849611.235,22,SDO_READ,98.9,,RELATIVE_FRAME
73.006,1346936.973,1844210.400,-0.064,0.072,1744849611.235,22,SDO_READ,98.9,,PDO_FEEDBACK
73.090,1346936.973,1844210.400,0.152,0.052,1744849611.622,22,SDO_READ,98.9,,GPS_FRAME
73.098,1346937.280,1844210.240,0.152,0.052,1744849611.629,22,SDO_READ,98.9,,RELATIVE_FRAME
73.495,1346937.280,1844210.240,0.172,0.089,1744849612.026,22,SDO_READ,98.9,,GPS_FRAME
73.508,1346937.453,1844210.560,0.172,0.089,1744849612.040,22,SDO_READ,98.9,,RELATIVE_FRAME
73.756,1346937.453,1844210.560,0.172,0.089,1744849612.040,22,SDO_READ,98.9,,PDO_FEEDBACK
73.890,1346937.453,1844210.560,0.148,0.166,1744849612.421,22,SDO_READ,98.9,,GPS_FRAME
73.903,1346937.453,1844210.573,0.148,0.166,1744849612.435,22,SDO_READ,98.9,,RELATIVE_FRAME
